artists,track_name,popularity,duration_ms,danceability,energy,loudness,tempo,track_genre
Bailey Rushlow,Chasing Cars - Acoustic,51,236298,0.663,0.26,-9.587,107.931,acoustic
Emilie Mover,Can't Take My Eyes Off of You,41,203024,0.625,0.818,-6.296,123.905,acoustic
William Fitzsimmons,Fortune - Acoustic,55,228013,0.529,0.0546,-23.684,78.451,acoustic
Vivid Color,Lot To Learn,52,226470,0.57,0.468,-4.192,137.855,acoustic
Bailey Jehl,Apologize,51,181596,0.566,0.168,-12.483,116.286,acoustic
Zack Tabudlo,First & Last,49,192631,0.598,0.249,-10.847,113.829,acoustic
Albert Collins,"Cold, Cold Feeling",54,318840,0.713,0.281,-11.057,148.301,acoustic
Phillip LaRue,Sweet Love,46,267862,0.547,0.328,-11.118,139.959,acoustic
Us The Duo,Shotgun,45,174884,0.806,0.263,-10.43,115.854,acoustic
Masaharu Fukuyama,HEY!,30,347200,0.548,0.889,-6.106,95.289,acoustic
Jason Mraz,Have It All,53,226098,0.643,0.617,-4.95,82.029,acoustic
The Perishers,Trouble Sleeping,48,282133,0.428,0.813,-4.478,91.053,acoustic
Jon McLaughlin,Beautiful Disaster,52,251640,0.432,0.664,-4.662,156.216,acoustic
Sara Bareilles,Breathe Again,51,298280,0.366,0.482,-7.9,169.677,acoustic
Ray LaMontagne,Trouble,59,241546,0.325,0.424,-12.733,173.352,acoustic
Boyce Avenue,Memories,53,197170,0.46,0.195,-12.093,176.119,acoustic
Tyrone Wells,Sink Or Swim,47,178093,0.613,0.812,-3.524,119.979,acoustic
EJ De Perio,Tama Na,28,230545,0.492,0.33,-8.967,132.005,acoustic
Beyond The Guitar,"He's A Pirate (From ""Pirates of the Caribbean"")",30,163813,0.57,0.454,-7.613,101.476,acoustic
Yosui Inoue,能古島の片想い - Remastered 2018,29,212080,0.494,0.465,-6.095,132.501,acoustic
Zee Avi,Bitter Heart,48,156773,0.74,0.377,-10.013,78.988,acoustic
Hannah's Yard,I Want to Know What Love Is - Acoustic,52,171486,0.49,0.263,-9.248,73.834,acoustic
Hanare Gumi,ハンキーパンキー,28,312133,0.465,0.211,-14.143,83.257,acoustic
JJ Heller,Ordinary Days,51,248386,0.477,0.34,-11.666,173.86,acoustic
JJ Heller,Moon River,53,291386,0.411,0.191,-10.178,74.92,acoustic
Ben Rector,Forever Like That,52,254026,0.592,0.304,-9.833,114.72,acoustic
JJ Heller,Neighbor,42,236000,0.439,0.292,-10.92,82.222,acoustic
Takehara Pistol,一等賞,29,133840,0.659,0.83,-4.659,127.014,acoustic
Hanare Gumi,音タイム,29,229533,0.373,0.716,-7.358,134.764,acoustic
Brandi Carlile,The Joke,60,279373,0.236,0.578,-5.477,75.367,acoustic
Eddie Vedder,Toulumne,51,60306,0.337,0.287,-15.051,107.031,acoustic
Vendredi;Son&Dad,Just The Two Of Us - Acoustic,28,124742,0.462,0.424,-7.038,97.675,acoustic
Chris Cresswell,Arrythmic Palpitations,27,169000,0.51,0.485,-4.432,154.97,acoustic
Chuck Ragan,The Boat,28,196213,0.56,0.755,-3.923,147.138,acoustic
Albert King,Born Under A Bad Sign - Mono Mix,58,169997,0.711,0.483,-11.211,91.652,acoustic
The Weepies;Deb Talan;Steve Tannen,Nobody Knows Me At All,54,120720,0.759,0.159,-13.035,115.945,acoustic
Tim Vantol,Bitter Morning Taste,28,149274,0.38,0.396,-6.507,103.621,acoustic
Days N Daze,DBS Out,29,127033,0.598,0.599,-10.265,90.206,acoustic
Vendredi;Son&Dad,Crazy - (Acoustic Mix),28,169404,0.651,0.425,-6.002,104.819,acoustic
The Bridge City Sinners,Dungeon Song,28,202594,0.306,0.948,-2.877,135.76,acoustic
Chad Hates George,Can I Sleep On Your Floor??,28,125100,0.469,0.457,-10.102,84.064,acoustic
Frank Turner,Josephine,28,202400,0.442,0.898,-4.662,144.299,acoustic
Ichiko Aoba,いきのこり●ぼくら,52,406103,0.592,0.0833,-16.517,143.243,acoustic
Boyce Avenue,Careless Whisper,46,247805,0.698,0.389,-6.246,76.897,acoustic
Aron Wright,Look After You,47,191765,0.396,0.293,-10.739,145.556,acoustic
Acoustic Guitar Collective,Perfect,39,192397,0.559,0.118,-16.34,97.1,acoustic
Kina Grannis,When the Party's Over,50,154732,0.52,0.171,-14.5,123.565,acoustic
Howie Day,Longest Night,43,215746,0.231,0.636,-7.257,202.098,acoustic
Andrew Foy;Renee Foy,Photograph,30,218590,0.807,0.0459,-19.883,110.512,acoustic
Ciaran Lavery,Shame,53,251960,0.619,0.299,-7.744,115.405,acoustic
Bailey Jehl,Iris,51,165223,0.605,0.316,-8.924,134.054,acoustic
Jules Larson,Running Wild,31,228387,0.529,0.663,-7.036,96.991,acoustic
Masaharu Fukuyama,彼方で,29,272320,0.459,0.57,-5.672,72.978,acoustic
Rosi Golan,Hazy (Featuring William Fitzsimmons),43,235960,0.515,0.0686,-17.61,113.185,acoustic
Colin & Caroline,Let It Go,55,194129,0.46,0.319,-8.621,145.765,acoustic
Gen Hoshino,I Wanna Be Your Ghost (feat. Ghosts),50,225533,0.829,0.751,-4.937,129.993,acoustic
Masaharu Fukuyama,約束の丘,30,326413,0.524,0.852,-4.708,92.748,acoustic
Ingrid Michaelson,Young And In Love,46,208226,0.626,0.575,-7.507,119.97,acoustic
Jason Mraz,No Plans,46,148000,0.491,0.304,-9.379,149.288,acoustic
Boyce Avenue,Easy on Me,52,260040,0.586,0.514,-6.267,142.021,acoustic
Eddie Vedder;Cat Power,Tonight You Belong To Me,44,101539,0.653,0.174,-11.07,138.981,acoustic
Ysabelle Cuevas,Closer,51,178666,0.558,0.172,-13.379,90.146,acoustic
Boyce Avenue,One Last Breath,53,236800,0.45,0.335,-6.833,125.484,acoustic
The Civil Wars,Devil's Backbone,47,149426,0.254,0.349,-10.02,170.214,acoustic
Will Moore,Waltzing Matilda,48,148127,0.625,0.285,-13.819,141.611,acoustic
Ingrid Michaelson,Girls Chase Boys,56,221413,0.518,0.828,-5.725,84.835,acoustic
Jason Mraz,The Woman I Love,48,190751,0.591,0.647,-8.34,79.68,acoustic
C.W. Stoneking,The Love Me or Die,47,234600,0.609,0.53,-5.465,150.405,acoustic
Masaharu Fukuyama,美しき花,29,330026,0.524,0.797,-6.611,105.901,acoustic
Suy Galvez,Isn't She Lovely,28,181466,0.71,0.646,-5.945,120.028,acoustic
Mone Kamishiraishi,世界中の誰よりきっと,28,217466,0.578,0.636,-5.506,124.9,acoustic
KT Tunstall,Black Horse And The Cherry Tree,67,172373,0.748,0.786,-7.788,104.833,acoustic
Johnnyswim,Drunks,29,279068,0.399,0.461,-10.694,96.591,acoustic
Drew Holcomb;Ellie Holcomb;Drew Holcomb & The Neighbors,Coming Home,56,146360,0.625,0.81,-5.995,104.066,acoustic
Freddie King,I'm Tore Down,54,253333,0.64,0.496,-11.124,116.632,acoustic
JJ Heller,Neighbor (Piano Version),25,236000,0.446,0.142,-12.119,115.911,acoustic
Ben Rector,I Will Always Be Yours,49,226826,0.444,0.771,-4.607,148.028,acoustic
Days N Daze,Nine on the Bortle,28,269139,0.408,0.685,-10.773,159.831,acoustic
Frank Turner,Redemption,28,288133,0.658,0.678,-6.807,131.976,acoustic
KT Tunstall,Other Side Of The World,29,214560,0.427,0.695,-5.378,160.142,acoustic
Eddie Vedder,Setting Forth,53,97866,0.549,0.78,-5.08,119.369,acoustic
Frank Turner,Eulogy,28,94466,0.284,0.108,-9.352,148.956,acoustic
Days N Daze,Tarnished Ol' Photograph,28,148035,0.522,0.403,-10.989,123.196,acoustic
Marc Broussard,Rocksteady,28,243840,0.719,0.849,-4.233,120.063,acoustic
The Bridge City Sinners,Come on In,28,204926,0.544,0.911,-2.73,114.776,acoustic
The Bridge City Sinners,Laugh While You Can,28,168118,0.672,0.879,-3.693,119.996,acoustic
Frank Turner,Untainted Love,28,174466,0.573,0.789,-5.435,128.077,acoustic
Harley Poe,Whiny Bitch,28,272100,0.495,0.811,-3.1,173.56,acoustic
Days N Daze;Juicy Karkass,I Wanna See It Burn,29,157000,0.48,0.6,-8.976,92.545,acoustic
Mindy Smith,I'll Be Home for Christmas,0,216093,0.57,0.427,-5.873,98.995,acoustic
Mindy Smith,I'll Be Home for Christmas,0,216093,0.57,0.427,-5.873,98.995,acoustic
Mindy Smith,It's Amazing,0,220213,0.612,0.484,-9.773,138.961,acoustic
Anya Marina,How Far Does the Dark Go?,32,245726,0.401,0.546,-5.846,89.331,acoustic
Adam Christopher,THATS WHAT I WANT (Acoustic),35,172857,0.759,0.275,-10.707,73.553,acoustic
Hannah's Yard,Dynamite - Acoustic,49,155904,0.737,0.391,-7.934,93.936,acoustic
SafetySuit,Never Stop (Wedding Version),52,175200,0.639,0.439,-7.157,133.87,acoustic
Meiko,You're Mine (The Chase),31,208386,0.532,0.667,-7.065,144.901,acoustic
Yosui Inoue;Tamio Okuda,パラレル・ラブ,28,246786,0.656,0.826,-3.929,117.648,acoustic
Boyce Avenue;Hannah Trigwell,Let Her Go,48,219650,0.597,0.334,-8.559,134.94,acoustic
Canyon City,So Are We,48,252640,0.496,0.11,-15.584,145.277,acoustic
Eddy Tyler,Shallow,41,214784,0.613,0.346,-11.33,95.981,acoustic
A Great Big World;Futuristic,Hold Each Other (feat. Futuristic),47,216040,0.61,0.796,-5.431,159.944,acoustic
Hanare Gumi,別れの予感,28,274133,0.63,0.367,-11.054,98.995,acoustic
Ray LaMontagne,I Was Born To Love You,60,251933,0.659,0.236,-12.56,78.088,acoustic
Aimyon,Naked Heart,47,296653,0.559,0.448,-4.11,148.02,acoustic
Tyrone Wells,Days I Will Remember,30,201506,0.804,0.457,-7.845,98.035,acoustic
Kaiak,Smell the Coffee,49,201861,0.637,0.46,-9.07,93.955,acoustic
Jason Mraz,Unlonely,51,231266,0.795,0.667,-4.831,97.987,acoustic
Boyce Avenue;Bea Miller,See You Again,50,239802,0.57,0.413,-7.034,152.032,acoustic
Sakura Fujiwara,ゆめのなか,28,247666,0.565,0.566,-7.258,92.017,acoustic
Filip Nordin,More Than You Know - Acoustic Covers of Popular Songs,51,155510,0.776,0.319,-7.496,98.016,acoustic
Gabrielle Aplin,Nothing Really Matters,45,164786,0.328,0.53,-8.124,162.031,acoustic
The Mayries,Don't Wanna Know - Acoustic Version,54,183472,0.438,0.448,-7.676,118.37,acoustic
Allman Brown,Sweetest Thing,54,218502,0.546,0.411,-9.308,79.785,acoustic
Sara Bareilles;John Legend,A Safe Place to Land (feat. John Legend),57,269209,0.424,0.253,-13.259,129.812,acoustic
Suy Galvez,Your Song,27,242880,0.586,0.415,-7.834,140.005,acoustic
The Civil Wars,Billie Jean,57,259920,0.532,0.203,-8.524,89.646,acoustic
"Melvin Taylor;Lucky Peterson;Titus Williams;Ray ""Killer"" Allison",Cadillac Assembly Line,55,318333,0.735,0.355,-19.032,93.553,acoustic
Eddie van der Meer,Pirates of the Caribbean Theme,30,98000,0.315,0.516,-8.112,188.325,acoustic
Takehara Pistol,全て身に覚えのある痛みだろう?,27,182306,0.625,0.776,-7.354,88.002,acoustic
Luther Allison,Life Is A Bitch,41,219640,0.594,0.744,-10.096,102.344,acoustic
Takehara Pistol,オールドルーキー (再録),28,361693,0.414,0.42,-5.647,97.136,acoustic
Jason Mraz,You and I Both,57,218240,0.615,0.812,-6.573,98.954,acoustic
John Frusciante,The Past Recedes,51,233626,0.381,0.334,-11.36,102.632,acoustic
Maris Racal,Laro Laro Laro,27,174124,0.466,0.14,-13.118,147.328,acoustic
Front Porch Step,Stones,27,250987,0.636,0.776,-4.765,95.999,acoustic
Penny and Sparrow,Need You,58,189282,0.545,0.642,-7.344,78.51,acoustic
We The Heathens,When It's Gone,27,209606,0.532,0.54,-6.304,169.826,acoustic
Front Porch Step,Heaven Sent,27,212960,0.615,0.312,-10.054,135.145,acoustic
Gail Blanco,Too Much Heaven,27,294853,0.664,0.45,-7.007,83.987,acoustic
Ramshackle Glory,Face the Void,28,179920,0.466,0.421,-7.428,146.791,acoustic
RENT STRIKE,V: Fair Trade Death March,27,330454,0.342,0.731,-6.015,181.81,acoustic
Days N Daze,Fate of a Coward,28,175046,0.583,0.534,-11.147,123.094,acoustic
Sonny Boy Williamson II,Don't Start Me To Talkin',30,153653,0.699,0.761,-7.264,115.048,acoustic
AJJ,Angel of Death,28,174709,0.645,0.626,-7.551,118.585,acoustic
Ramshackle Glory,Bitter Old Man - Live,28,258866,0.577,0.453,-8.77,132.944,acoustic
Harley Poe,You're a Witch,28,172121,0.529,0.936,-4.061,91.952,acoustic
Frank Turner,Non Serviam,27,119946,0.455,0.961,-4.527,95.069,acoustic
Frank Turner,The Gathering,27,159640,0.455,0.938,-4.316,143.887,acoustic
Eric Lumiere,7 Years,27,244821,0.662,0.268,-7.394,111.594,acoustic
Days N Daze,Comfort epershand Control,28,182204,0.486,0.423,-11.703,127.551,acoustic
Frank Turner,Demons,27,245386,0.285,0.938,-5.414,159.017,acoustic
Aimyon,愛を伝えたいだとか,65,235240,0.673,0.85,-5.021,100.008,acoustic
Gen Hoshino,FUSHIGI,49,290000,0.753,0.574,-4.57,89.024,acoustic
Luther Allison,Bad News Is Coming,52,445533,0.639,0.496,-6.844,140.394,acoustic
Ethan Loukas,I Mean Love,39,193876,0.748,0.428,-7.019,115.067,acoustic
Gabrielle Aplin,Night Bus,38,221826,0.458,0.815,-7.16,118.226,acoustic
Andrew Belle,Dark Matter,45,318439,0.483,0.806,-5.111,147.049,acoustic
Gen Hoshino,Doraemon,41,239933,0.64,0.547,-4.129,159.992,acoustic
Carly Lyman;Jason Lux,Landslide,49,194782,0.483,0.143,-11.535,104.932,acoustic
Joshua Radin,I'd Rather Be With You [Radio Edit],28,163200,0.512,0.671,-7.738,82.342,acoustic
Blame Jones,Leave The Door Open - Acoustic,51,186503,0.817,0.305,-7.73,148.017,acoustic
Michelle Featherstone,Careful,35,256760,0.505,0.835,-4.301,144.171,acoustic
Lusaint,Use Somebody - Acoustic,54,172633,0.591,0.269,-8.554,124.441,acoustic
Kurt Cobain,She Only Lies,48,167186,0.474,0.0699,-27.372,114.606,acoustic
Thomas Daniel,What About Us - Acoustic,60,255510,0.427,0.229,-11.564,125.195,acoustic
Big Mama Thornton,Hound Dog,57,181000,0.563,0.542,-10.862,133.285,acoustic
Ingrid Michaelson,Turn To Stone,45,276386,0.354,0.175,-9.779,111.089,acoustic
Joseph Sullinger,Drawn by the Wind (Arr. for Guitar),34,196487,0.514,0.239,-14.957,119.998,acoustic
Neulore,Don't Shy From The Light,40,269826,0.285,0.305,-10.523,133.513,acoustic
Ben Woodward,Memories (Acoustic),46,183337,0.802,0.183,-17.1,91.078,acoustic
Nathan Angelo,She’s The Song,42,217898,0.614,0.517,-6.205,133.868,acoustic
Andrew Ripp,When You Fall in Love,36,221070,0.63,0.301,-6.952,104.959,acoustic
Jason Mraz,I Won’t Give Up,16,240640,0.543,0.329,-9.46,136.549,acoustic
JJ Heller,Suitcase,46,229519,0.397,0.312,-10.504,179.605,acoustic
Filip Nordin,Stitches,26,140547,0.686,0.347,-6.075,145.837,acoustic
"Melvin Taylor;Lucky Peterson;Titus Williams;Ray ""Killer"" Allison",I 'll Play the Blues for You,52,317133,0.654,0.316,-18.692,94.485,acoustic
Mone Kamishiraishi,PRIDE,26,317146,0.747,0.294,-10.272,119.948,acoustic
Gabrielle Aplin,The Power of Love,50,245160,0.277,0.291,-9.851,75.119,acoustic
Amos Lee,Arms Of A Woman,60,251440,0.54,0.0674,-13.778,141.988,acoustic
Donovan Woods,Seeing Other People,50,186143,0.444,0.44,-11.076,76.959,acoustic
Sara Bareilles,King of Anything,61,207493,0.676,0.762,-4.172,119.003,acoustic
Covers Culture;Acoustic Covers Culture;Lounge Covers Culture Of Popular Songs,Lost Cause - Acoustic Covers Versions of Popular Songs,26,148812,0.664,0.274,-11.005,75.01,acoustic
Keisha White,The Weakness in Me,27,199093,0.717,0.436,-8.531,128.112,acoustic
Austin Plaine,Honey,28,191973,0.517,0.578,-7.37,138.178,acoustic
Drew Holcomb & The Neighbors,I Like to Be With Me When I'm With You,55,230773,0.595,0.384,-12.114,90.726,acoustic
Eddie Vedder,No More - Live,45,270466,0.337,0.605,-7.84,59.327,acoustic
Beans on Toast,On & On,26,279781,0.746,0.421,-7.944,97.152,acoustic
Johnnyswim,A Million Years,28,219853,0.71,0.782,-6.276,123.04,acoustic
Eddie Vedder,End Of The Road,48,199880,0.585,0.441,-9.271,114.091,acoustic
Not Half Bad,"It Really Sucked, Actually",27,89760,0.673,0.637,-7.546,105.043,acoustic
Frank Turner,The Work,27,212893,0.491,0.913,-4.526,89.987,acoustic
Chuck Ragan,Trenchfoot,26,236293,0.643,0.407,-6.086,132.449,acoustic
AJJ,Unicron,28,73066,0.495,0.531,-6.372,155.227,acoustic
Violent Femmes,Issues,28,185250,0.582,0.541,-5.499,154.871,acoustic
AJJ,Darkest Heart,28,122600,0.463,0.656,-3.078,176.907,acoustic
"Defiance, Ohio",Letter Home,29,91893,0.5,0.764,-7.834,126.899,acoustic
NORMANDY;Lynn Miller,Control,27,175336,0.709,0.156,-17.424,109.799,acoustic
Days N Daze,Fall Out,28,214099,0.434,0.832,-9.513,93.674,acoustic
Frank Turner,The Gathering,27,159019,0.424,0.942,-3.338,143.671,acoustic
Brandi Carlile,This Time Tomorrow,60,206267,0.606,0.326,-10.031,91.626,acoustic
Mischief Brew,Roll Me Through the Gates of Hell - Acoustic Version,28,233306,0.488,0.627,-5.867,118.434,acoustic
Gen Hoshino,SUN,48,241466,0.782,0.684,-5.774,108.171,acoustic
Parker Jenkins,Sweet but Psycho - Acoustic,43,188712,0.664,0.263,-7.988,96.214,acoustic
Sunset & Highland,I'm the One - Acoustic,54,233488,0.601,0.372,-6.148,146.086,acoustic
Gabrielle Aplin,Magic,49,245653,0.652,0.586,-8.281,144.031,acoustic
Kris Allen,Lost,45,198386,0.47,0.292,-9.899,66.109,acoustic
Shikao Suga,黄金の月,27,319533,0.673,0.658,-8.864,97.989,acoustic
Ben Rector,It Would Be You,52,219066,0.655,0.587,-8.736,91.494,acoustic
Guus Dielissen,As It Was - Acoustic Instrumental,41,139612,0.287,0.245,-20.674,84.056,acoustic
Jae Hall,Sweet Child O' Mine - Acoustic,51,178615,0.456,0.134,-11.248,127.976,acoustic
Kina Grannis,Beyond The Sea,48,119423,0.676,0.118,-11.443,103.948,acoustic
John Adams,Have I Told You Lately That I Love You - Acoustic,52,201885,0.58,0.188,-9.34,121.648,acoustic
Andrew Ripp,Pilots,39,219653,0.809,0.555,-5.689,104.085,acoustic
Naotaro Moriyama,さくら - 二〇一九,27,279386,0.422,0.248,-8.245,134.042,acoustic
Chord Overstreet,Homeland,41,222400,0.49,0.456,-9.767,154.805,acoustic
Tyler Ward,The Hardest Thing,43,200227,0.605,0.396,-7.586,132.08,acoustic
Postcards & Polaroids;Sad Boy,Supermarket Flowers,45,145753,0.463,0.156,-13.416,180.191,acoustic
Yu Takahashi,陽はまた昇る,27,245600,0.532,0.928,-1.963,113.927,acoustic
Unkle Bob,Swans,41,150346,0.387,0.41,-8.124,117.391,acoustic
The Cameron Collective,The Greatest Showman - Rewrite The Stars (Acoustic),33,214860,0.758,0.206,-14.68,124.873,acoustic
Boyce Avenue,Perfect,47,257390,0.631,0.29,-9.159,96.593,acoustic
John Adams,A Million Dreams - Acoustic,48,202928,0.545,0.169,-10.145,138.199,acoustic
Aimyon,3636,44,251720,0.579,0.612,-5.088,155.921,acoustic
Aimyon,君はロックを聴かない,64,246306,0.524,0.687,-4.039,99.919,acoustic
Boyce Avenue,Tears In Heaven,49,280652,0.747,0.0926,-11.531,77.94,acoustic
Joshua Radin,Paperweight by Joshua Radin and Schuyler Fisk,49,204333,0.422,0.119,-15.182,179.844,acoustic
JJ Heller,Meant to Be,45,186373,0.539,0.356,-9.749,73.703,acoustic
Kurei,Paasa,26,169315,0.737,0.238,-9.052,119.085,acoustic
Us The Duo,No Matter Where You Are - Wedding Version,47,251164,0.642,0.15,-11.316,104.978,acoustic
Hanare Gumi,大安,27,322140,0.731,0.485,-10.113,106.052,acoustic
Suy Galvez,Now We're Starting Over Again,26,260853,0.587,0.311,-8.987,113.683,acoustic
JJ Heller,In the Morning,48,306853,0.277,0.198,-11.923,149.937,acoustic
Little Walter,My Babe,59,162040,0.676,0.334,-10.572,158,acoustic
Matt Pless,What a Time to Be Alive,26,199866,0.673,0.424,-11.49,115.038,acoustic
Peter Bradley Adams,The Longer I Run,53,251453,0.602,0.52,-10.831,151.912,acoustic
Covers Culture;Acoustic Covers Culture;Lounge Covers Culture Of Popular Songs,You're Not Sorry - Acoustic Covers Versions of Popular Songs,26,149783,0.582,0.181,-11.294,133.431,acoustic
Jay Filson,"Don't Think Twice, It's All Right - Acoustic",26,210901,0.489,0.124,-10.145,91.386,acoustic
Suy Galvez,Is There Something,26,306092,0.696,0.379,-9.724,112.967,acoustic
Jason Mraz,Living in the Moment,48,235080,0.65,0.628,-7.16,84.141,acoustic
KT Tunstall,Other Side Of The World,61,214560,0.501,0.684,-5.368,80.039,acoustic
Days N Daze,Torches Are Calling,27,70506,0.389,0.494,-10.78,86.872,acoustic
Gail Blanco,Close to You,26,188040,0.721,0.446,-10.053,118.001,acoustic
Eddie Vedder,Far Behind,50,135320,0.467,0.855,-5.375,135.813,acoustic
Ankle Grease,Protest Songs,26,111641,0.37,0.703,-6.765,143.848,acoustic
AJJ,White Worms,27,163385,0.336,0.761,-6.312,127.065,acoustic
Frank Turner,Miranda,26,240866,0.524,0.578,-5.974,75.032,acoustic
Frank Turner,Linoleum,26,88626,0.548,0.666,-2.277,98.806,acoustic
Dave Barnes,God Gave Me You,49,228960,0.459,0.823,-6.481,152.062,acoustic
Days N Daze,Perfectly Dysfunctional,27,207151,0.316,0.879,-9.414,88.614,acoustic
Apes of the State,Internet Song,27,162293,0.741,0.66,-5.116,81.061,acoustic
Get Dead,Welcome to Hell,26,158906,0.474,0.843,-4.453,131.992,acoustic
Gen Hoshino,Pop Virus,47,182000,0.629,0.441,-4.614,78.177,acoustic
John Elliott,All Too Well - Jake's Version,33,578064,0.685,0.483,-9.082,93.032,acoustic
Brandon Chase;Taylor Manns,Dilemma,57,247683,0.627,0.246,-11.41,141.303,acoustic
Gabrielle Aplin,Miss You,44,197546,0.592,0.686,-6.904,101.015,acoustic
Zak Manley,Kiss Me,58,163913,0.663,0.178,-12.252,82.372,acoustic
Sara Farell,Teenage Dream,48,197195,0.53,0.0776,-15.478,179.911,acoustic
Tim Halperin,White,39,210226,0.537,0.674,-5.32,92.049,acoustic
Linn Brikell,All Falls Down,45,209669,0.699,0.189,-11.421,129.794,acoustic
Zack Tabudlo,This Is Love,49,206451,0.683,0.459,-8.848,93.083,acoustic
Sara Farell;Simon Samaeng,Still Falling For You - Acoustic,44,252567,0.375,0.298,-11.928,174.03,acoustic
The Mayries,I Will Wait,44,216841,0.421,0.107,-15.191,104.218,acoustic
Rosie Thomas;The Shins;Sufjan Stevens;Josh Ottum,Always Be My Baby,51,254306,0.516,0.311,-13.521,129.958,acoustic
Celestial Conscience,Jocelyn Flores - Acoustic Guitar,41,59823,0.709,0.119,-20.33,135.223,acoustic
Isabella Celander,Use Somebody - Acoustic Version,58,186660,0.57,0.271,-11.334,125.862,acoustic
Erato;Charlotte Almgren,As Long as You Love Me,54,151618,0.404,0.167,-12.463,202.996,acoustic
Rosi Golan,Can't Go Back,41,227413,0.559,0.241,-10.688,118.916,acoustic
Caj Morgan,The Nights - Acoustic,46,118878,0.768,0.331,-6.687,107.044,acoustic
Yosui Inoue;Tamio Okuda,月ひとしずく,26,253600,0.592,0.773,-7.093,121.097,acoustic
Brandi Carlile;Sam Smith,Party of One (feat. Sam Smith),56,259558,0.354,0.206,-11.799,139.056,acoustic
Masaharu Fukuyama,恋の魔力,27,278613,0.495,0.865,-3.21,156.924,acoustic
Us The Duo,Take Me Home,46,257706,0.356,0.193,-10.476,145.428,acoustic
Takehara Pistol,ドサ回り数え歌,26,177613,0.417,0.264,-10.353,86.328,acoustic
Kazuyoshi Saito,純風,27,177666,0.731,0.868,-6.217,111.154,acoustic
Boyce Avenue;Tyler Ward,Fix You,52,294736,0.421,0.441,-8.012,138.07,acoustic
Front Porch Step,Truth,26,258271,0.6,0.65,-5.127,139.975,acoustic
Andrew Ripp,Jericho,55,203070,0.501,0.716,-4.661,70.919,acoustic
Keisha White,The Weakness In Me,26,200720,0.717,0.554,-5.389,128.039,acoustic
Eddie Vedder,Invincible,51,286950,0.578,0.742,-5.494,107.028,acoustic
Brendan James,Yellow Lines,51,212373,0.636,0.735,-5.162,120.969,acoustic
Joseph Sullinger,What a Wonderful World,49,138748,0.516,0.144,-18.858,134.688,acoustic
Eddie Vedder,No More,47,217400,0.379,0.53,-7.229,62.06,acoustic
Howlin' Wolf,Spoonful,58,170000,0.821,0.376,-13.622,119.039,acoustic
Johnnyswim,Over,27,382474,0.371,0.51,-8.942,113.32,acoustic
AJJ,Body Terror Song,58,157600,0.507,0.399,-10.917,115.588,acoustic
RENT STRIKE,VI: Don't Let Love Bog You Down,26,221598,0.452,0.797,-5.229,114.18,acoustic
Johnnyswim,What Are You Doing New Years Eve,27,173546,0.456,0.285,-8.768,129.262,acoustic
Covers Culture,SOS - Acoustic Covers Versions,26,149610,0.351,0.109,-11.997,76.851,acoustic
Gabrielle Aplin,The Power of Love,27,245160,0.294,0.294,-9.848,75.217,acoustic
Days N Daze,Mosquitoes,27,163013,0.638,0.543,-9.678,140.864,acoustic
Calibretto 13,High 5,26,201866,0.382,0.9,-4.938,79.965,acoustic
Penny and Sparrow,Don't Wanna Be Without Ya,58,207762,0.651,0.86,-7.8,115,acoustic
Ramshackle Glory,Of Ballots and Barricades - Live,27,104200,0.582,0.437,-7.047,130.467,acoustic
Rail Yard Ghosts,Dirty Little Rag,27,219219,0.461,0.799,-6.565,167.255,acoustic
Laura Jane Grace,Day Old Coffee,26,73501,0.712,0.933,-2.773,152.02,acoustic
Pigeon Pit,Clawfoot,26,168240,0.44,0.947,-3.115,185.147,acoustic
Pigeon Pit,Peach,27,150439,0.563,0.452,-8.96,91.98,acoustic
Harley Poe,Alone in the Dark Mansion of Madness,26,403911,0.335,0.696,-9.472,95.24,acoustic
Buddy Guy;Derek Trucks,Skin Deep (feat. Derek Trucks),29,268906,0.572,0.567,-6.147,135.217,acoustic
Frank Turner,We Shall Not Overcome,26,232815,0.654,0.834,-4.436,139.377,acoustic
Grace Petrie,Northbound,26,270920,0.446,0.787,-7.334,125.642,acoustic
Sara Farell,Sombody else - Acoustic,42,170712,0.444,0.316,-7.751,201.64,acoustic
Jonah Baker,Stuck with U - Acoustic,51,188181,0.558,0.209,-8.934,174.887,acoustic
Matt Johnson,Havana - Acoustic,53,141142,0.807,0.403,-8.759,105.037,acoustic
Zack Tabudlo,Yakap,66,178947,0.738,0.39,-8.437,113.979,acoustic
Sara Farell,Sunflower,51,181897,0.568,0.213,-11.882,72.932,acoustic
Mother's Daughter;Beck Pete,Hollywood's Bleeding,40,217777,0.654,0.135,-10.535,100.027,acoustic
Salty Snacks,Without You,38,179236,0.551,0.161,-13.903,129.786,acoustic
Canyon City,Between the Stars,43,252013,0.484,0.292,-13.097,95.446,acoustic
The Civil Wars,To Whom It May Concern,44,211360,0.309,0.159,-13.101,87.493,acoustic
Sara Farell,Issues - Acoustic,47,189732,0.627,0.307,-6.994,104.669,acoustic
Tamio Okuda,花になる,27,209200,0.512,0.884,-4.09,124.003,acoustic
Richard Walters,Unconditional,52,260000,0.409,0.222,-11.358,63.419,acoustic
Guus Dielissen,Moth To A Flame - Acoustic Instrumental,43,181819,0.655,0.0883,-19,119.985,acoustic
Boyce Avenue,Bleeding Love,56,210186,0.737,0.295,-7.179,107.107,acoustic
